source,target,weight,hebert_score,alephbert_score,is_decadal_anchor,skip,start
word:אייר,verse:Jeremiah 10:18,0.6355112493038177,0.2710222601890564,1.000000238418579,false,36,659664
word:אייר,verse:Isaiah 41:10,0.635498434305191,0.270996630191803,1.000000238418579,false,167,617900
word:אייר,verse:Genesis 94:6,0.6354892700910568,0.27097830176353455,1.000000238418579,false,10,75450
word:אייר,verse:Deuteronomy 52:11,0.6354635953903198,0.27092695236206055,1.000000238418579,false,-40,288584
word:אייר,verse:Exodus 32:2,0.6354091763496399,0.2708181142807007,1.000000238418579,false,3,111006
word:אייר,verse:I Kings 22:9,0.6353365182876587,0.2706727981567383,1.000000238418579,false,6,526320
word:אייר,verse:Genesis 93:1,0.6353007704019547,0.2706013023853302,1.000000238418579,false,-17,57585
word:אייר,verse:I Kings 20:39,0.6352832168340683,0.2705661952495575,1.000000238418579,false,330,523710
word:אייר,verse:Psalms 53:3,0.6352641135454178,0.27052798867225647,1.000000238418579,false,-5,888659
word:אייר,verse:I Kings 8:9,0.6352469027042389,0.2704935669898987,1.000000238418579,false,-19,494636
word:אייר,verse:Deuteronomy 91:21,0.6352252960205078,0.2704503536224365,1.000000238418579,false,49,281015
word:אייר,verse:II Samuel 22:16,0.6351962983608246,0.27039235830307007,1.000000238418579,false,49,473585
word:אייר,verse:Song of Songs 2:14,0.6351593136787415,0.2703183889389038,1.000000238418579,false,-500,1001164
word:אייר,verse:Genesis 2:31,0.6351428329944611,0.270285427570343,1.000000238418579,false,-3,25115
word:אייר,verse:Psalms 133:1,0.6351228058338165,0.27024537324905396,1.000000238418579,false,23,933547
word:אייר,verse:Psalms 40:13,0.6351007521152496,0.27020126581192017,1.000000238418579,true,11,882178
word:אייר,verse:Ezekiel 45:6,0.635100394487381,0.27020055055618286,1.000000238418579,false,-878,798630
word:אייר,verse:II Samuel 5:11,0.6350708901882172,0.2701415419578552,1.000000238418579,false,644,443072
word:אייר,verse:Genesis 83:1,0.6350220739841461,0.27004390954971313,1.000000238418579,false,-12,56024
word:אייר,verse:Numbers 42:61,0.635004535317421,0.2700088322162628,1.000000238418579,false,-118,229776
word:אייר,verse:Psalms 107:41,0.6348993182182312,0.2697983980178833,1.000000238418579,false,54,921510
word:אייר,verse:II Kings 10:29,0.6348312348127365,0.2696622312068939,1.000000238418579,false,1,548253
word:אייר,verse:Isaiah 7:22,0.6347939074039459,0.26958757638931274,1.000000238418579,false,97,584425
word:אייר,verse:Joshua 18:9,0.6347234398126602,0.26944664120674133,1.000000238418579,false,3,332406
